neighborhood,house_age,num_bedrooms,num_bathrooms,sqft_living,sqft_lot,num_floors,garage_type,has_pool,house_condition,heating_type,school_rating,crime_rate,renovation_year,price
Uptown,27,2,1,1094.0,,1,,0,Excellent,Central,7.9,5.92,0.0,327212
Uptown,78,4,4,1797.0,6957.0,1,Single,0,Poor,Central,6.6,4.3,,294033
Suburbs,59,3,2,1526.0,6562.0,1,Double,0,Good,Central,4.1,12.91,0.0,291855
Downtown,19,5,4,2721.0,4526.0,2,Double,0,Fair,Electric,3.4,12.94,2020.0,482379
Waterfront,76,4,4,1967.0,2610.0,1,Double,1,Poor,Radiator,6.7,2.33,2022.0,379891
Suburbs,3,4,4,2165.0,5492.0,2,Single,0,Fair,Radiator,9.0,4.15,2022.0,431606
Downtown,71,2,1,801.0,5130.0,2,,0,Good,Central,3.9,8.63,,203300
Uptown,25,4,4,1640.0,2411.0,1,Double,1,Good,Central,3.2,6.99,2004.0,380380
Suburbs,15,4,4,1717.0,7774.0,1,Double,0,Fair,Central,4.0,3.55,0.0,321991
Midtown,60,4,4,1771.0,7737.0,3,Double,0,Good,,9.7,13.45,0.0,422280
Historic,23,3,2,1588.0,5211.0,2,Single,1,Good,Radiator,8.3,2.6,2002.0,387267
Historic,11,4,4,2110.0,4651.0,3,Single,0,Fair,Electric,8.5,0.04,0.0,365941
Suburbs,59,4,3,1926.0,5068.0,1,Double,0,Good,Electric,9.4,,2018.0,412597
Suburbs,34,3,2,1189.0,7263.0,1,Double,0,Good,Electric,6.1,0.46,1994.0,298155
Rural,7,4,4,1592.0,3621.0,1,Single,0,Good,Central,,8.54,0.0,312196
Suburbs,44,2,1,952.0,4087.0,3,Double,0,Good,Electric,4.5,8.23,0.0,212874
Suburbs,64,4,3,1802.0,4715.0,1,Single,0,Good,Electric,7.6,3.96,2004.0,367698
Suburbs,23,4,2,1606.0,2769.0,2,Single,0,Good,Radiator,4.8,22.54,0.0,312845
Suburbs,58,2,1,767.0,6500.0,2,Double,1,Poor,Central,8.6,3.85,2013.0,200532
Suburbs,20,4,3,1978.0,9191.0,1,Single,0,Good,Electric,9.0,4.14,2011.0,450667
Historic,27,5,5,2563.0,3515.0,1,Single,0,Excellent,Central,,0.94,2001.0,599134
Suburbs,60,2,2,804.0,8216.0,1,Double,0,Excellent,Central,7.8,0.66,1990.0,257561
Downtown,8,2,1,869.0,7967.0,2,,0,Good,Radiator,6.2,2.22,0.0,270314
Waterfront,67,4,3,1970.0,5013.0,1,,0,Poor,Central,3.5,8.15,2021.0,312512
Midtown,2,3,2,1331.0,6526.0,3,Double,0,Poor,Electric,6.8,3.38,,280132
Suburbs,22,3,2,1626.0,6410.0,1,Double,0,Excellent,Central,8.3,,2010.0,392381
Downtown,70,4,4,1503.0,5634.0,2,Double,1,Excellent,Central,4.1,1.63,0.0,442427
Rural,36,6,3,3125.0,9318.0,2,Single,1,Good,Central,9.2,1.14,2002.0,489215
Midtown,24,3,2,1233.0,5704.0,2,Single,1,Good,Central,5.9,2.13,0.0,330655
Historic,12,1,1,487.0,2218.0,2,Double,1,Good,Central,5.0,9.09,0.0,231023
Waterfront,22,3,2,1202.0,6281.0,1,Double,0,Fair,Central,8.1,6.09,,346920
Suburbs,73,4,3,2173.0,5813.0,1,,0,Good,Central,3.0,6.07,2009.0,349776
Rural,76,4,4,1440.0,9176.0,1,Single,1,Good,Central,8.6,5.22,0.0,348120
Downtown,23,2,1,905.0,8624.0,2,Single,0,Good,Electric,3.7,1.57,0.0,274458
Waterfront,74,3,3,1596.0,8858.0,2,Double,0,Excellent,Central,3.3,10.42,0.0,435001
Historic,63,3,2,1331.0,4436.0,2,Single,0,Fair,Radiator,10.0,3.02,2008.0,306740
Midtown,30,4,4,2072.0,8860.0,1,,1,Fair,Radiator,3.4,1.46,2023.0,351335
Suburbs,19,2,2,1079.0,4115.0,3,,0,Good,Central,7.4,0.51,0.0,284418
Downtown,26,5,3,1817.0,9057.0,2,Single,0,Fair,Central,9.4,21.45,,361352
Rural,11,3,2,1343.0,6992.0,1,Double,0,Good,Electric,7.8,2.58,0.0,283738
Historic,20,5,3,2436.0,8744.0,1,Double,0,Fair,Central,4.4,6.05,0.0,428565
Historic,56,3,2,1549.0,5555.0,2,Double,0,Good,Central,4.4,13.26,2017.0,347660
Suburbs,45,4,3,1530.0,5646.0,2,Double,0,Good,Radiator,6.8,0.16,2014.0,333244
Suburbs,68,6,4,2780.0,9276.0,1,Single,0,Good,Central,3.4,11.32,0.0,440229
Rural,47,5,4,1912.0,4261.0,1,Single,1,Fair,Central,6.9,12.03,2000.0,318907
Suburbs,76,5,4,2505.0,7462.0,2,,1,Excellent,Central,6.1,1.24,2022.0,511267
Uptown,58,1,1,406.0,7910.0,3,Single,0,Fair,Electric,5.7,2.01,1992.0,147353
Rural,10,3,2,1211.0,3480.0,2,Single,0,Good,Central,6.3,10.75,0.0,265100
Historic,22,2,2,1007.0,8329.0,1,Single,0,Excellent,Central,6.3,3.42,0.0,313264
Rural,71,3,2,1555.0,7916.0,1,,0,Good,Central,6.7,8.78,2023.0,242682
Historic,24,2,2,837.0,1585.0,2,Double,0,Fair,Central,8.2,,2013.0,245576
Suburbs,66,4,3,1800.0,7106.0,2,Single,0,Excellent,Electric,7.5,3.26,0.0,428864
Uptown,61,4,3,1954.0,7610.0,1,Single,1,Excellent,Electric,4.7,3.78,2008.0,498589
Suburbs,7,3,2,1497.0,7059.0,1,,1,Good,Electric,7.5,4.97,2022.0,349575
Rural,72,4,4,2016.0,8674.0,2,Single,0,Excellent,Electric,3.0,,2019.0,384142
Suburbs,38,1,1,428.0,7516.0,1,Double,0,Good,Central,6.4,0.08,2006.0,198126
Rural,21,4,3,1829.0,5493.0,2,Single,0,Good,Central,3.5,3.52,2007.0,366993
Suburbs,8,2,1,743.0,4068.0,1,Single,0,Good,Radiator,,4.09,2022.0,270226
Suburbs,28,3,2,1619.0,4954.0,1,Double,0,Good,Electric,3.8,2.23,2013.0,373052
Midtown,54,3,2,1470.0,4651.0,2,Double,0,Fair,Central,9.3,11.81,0.0,247885
Suburbs,31,5,3,2125.0,2861.0,1,Single,1,Good,Central,6.2,1.75,2021.0,493087
Historic,41,6,5,2567.0,9920.0,3,Double,0,Good,Electric,4.2,0.23,2012.0,542777
Midtown,37,3,2,1104.0,7511.0,2,,0,Good,Electric,6.9,9.61,1997.0,275647
Downtown,38,2,2,882.0,7077.0,2,Double,0,Good,Central,7.5,25.37,2015.0,298588
Waterfront,51,4,3,1938.0,3069.0,1,Double,0,Good,Central,7.6,8.49,1996.0,498728
Suburbs,76,3,3,1621.0,5839.0,1,,0,Good,Central,8.8,,0.0,343681
Downtown,37,3,2,1438.0,5623.0,1,Double,0,Good,Central,7.2,1.01,2005.0,385554
Suburbs,31,1,1,480.0,,3,Single,1,Good,Central,4.4,0.46,2020.0,232659
Midtown,62,4,3,2029.0,8976.0,1,Single,0,Excellent,Central,6.1,10.58,2013.0,422570
Downtown,18,2,2,903.0,3676.0,1,Single,0,Fair,Radiator,8.6,6.8,0.0,275601
Rural,6,3,2,1069.0,3919.0,1,Single,1,Fair,Central,6.1,13.7,0.0,248614
Rural,9,2,1,1055.0,1746.0,2,Single,0,Good,Central,3.7,5.4,0.0,231954
Uptown,11,5,4,2152.0,10142.0,1,,1,Excellent,Central,8.9,,0.0,605968
Downtown,2,2,2,1093.0,7397.0,1,Double,0,Good,Central,9.8,1.9,0.0,346348
Waterfront,29,4,3,1725.0,3521.0,1,Single,1,Fair,Electric,9.0,4.66,2020.0,360243
Waterfront,51,2,1,967.0,1901.0,2,,0,Good,Electric,3.0,3.46,2019.0,283746
Waterfront,69,3,2,1325.0,7371.0,2,Single,1,Excellent,Electric,10.0,0.46,0.0,487997
Midtown,23,6,5,2378.0,9727.0,1,Single,0,Excellent,Central,6.2,0.15,2023.0,562126
Uptown,7,2,2,1072.0,7565.0,2,Double,1,Fair,Radiator,5.4,1.7,,316856
Downtown,56,5,3,2377.0,6074.0,1,Single,1,Fair,Central,4.1,5.82,2011.0,464839
Rural,77,5,4,2200.0,4951.0,3,Double,0,Fair,Central,7.5,14.51,0.0,319683
Suburbs,62,4,2,1515.0,5828.0,1,Single,1,Fair,Electric,5.4,5.33,0.0,269906
Suburbs,74,1,1,549.0,6652.0,1,,1,Fair,Central,9.2,0.15,2008.0,153096
Rural,15,4,3,2116.0,,1,Single,0,Poor,Central,6.2,9.21,2010.0,277300
Suburbs,53,5,3,2172.0,5258.0,1,Double,0,Excellent,Central,5.0,0.32,1990.0,516990
Suburbs,43,6,3,2305.0,5966.0,1,,0,Good,Electric,3.7,6.39,2009.0,435747
Midtown,35,4,3,1423.0,5553.0,2,Single,0,Good,Electric,7.1,2.96,2023.0,354953
Downtown,79,3,2,1141.0,2267.0,1,Double,0,Good,Central,7.7,1.47,1997.0,304159
Midtown,14,4,3,1827.0,4414.0,1,Single,1,Good,Central,3.1,5.29,2021.0,391833
Rural,69,3,2,1539.0,5691.0,3,Double,0,Good,Central,9.2,,2002.0,294505
Waterfront,49,3,2,1268.0,1927.0,1,Single,0,Fair,Electric,3.0,3.59,0.0,290153
Uptown,18,4,4,1747.0,3370.0,1,Single,1,Good,Central,6.5,7.99,0.0,400945
Suburbs,51,4,4,1778.0,7905.0,1,,0,Good,Electric,4.7,1.36,0.0,332109
Suburbs,1,4,3,1414.0,5286.0,2,Single,0,Excellent,Central,9.8,,0.0,412744
Suburbs,27,4,3,1541.0,9054.0,1,Single,0,Good,Central,6.3,5.2,1999.0,379333
Suburbs,64,2,1,900.0,,2,Single,0,Good,Electric,9.3,3.23,1998.0,217874
Midtown,60,3,2,1217.0,2052.0,3,Single,0,Good,Central,9.6,0.42,1998.0,350267
Uptown,41,3,3,1363.0,3728.0,1,Single,0,Good,,5.7,0.67,2005.0,370027
Downtown,21,2,1,743.0,2646.0,1,,0,Good,Radiator,7.5,7.52,0.0,270772
Downtown,14,3,2,1531.0,6675.0,2,Single,1,Good,Radiator,6.6,6.71,0.0,403348
Suburbs,20,5,5,2533.0,9319.0,1,Single,0,Good,Central,5.2,8.36,2019.0,472606
Downtown,11,3,2,1451.0,9449.0,1,Double,0,Excellent,Central,7.1,0.62,0.0,450667
Waterfront,66,3,3,1368.0,2367.0,2,Single,1,Fair,Central,6.4,1.99,0.0,359912
Downtown,24,3,2,1283.0,8191.0,2,Double,0,Fair,Central,6.1,7.53,0.0,318888
Rural,37,4,3,1946.0,9695.0,2,Single,1,Fair,Central,5.4,1.64,2018.0,346431
Downtown,24,3,2,1519.0,4803.0,2,,1,Good,Central,3.0,0.12,0.0,375439
Suburbs,15,3,3,1535.0,3881.0,2,,0,Good,Electric,9.3,7.82,0.0,326686
Waterfront,12,3,3,1258.0,9062.0,1,Double,0,Good,Electric,4.8,2.15,2017.0,380819
Rural,64,3,2,1166.0,4545.0,2,Single,0,Good,Central,4.2,3.56,0.0,222825
Midtown,31,4,3,1673.0,7333.0,3,Single,0,Excellent,Central,3.1,0.34,2023.0,433301
Uptown,53,3,2,1054.0,5408.0,1,,0,Fair,Central,6.2,1.72,2016.0,255516
Suburbs,72,2,2,869.0,3452.0,1,Single,0,Good,Central,7.4,8.86,2010.0,194384
Downtown,44,6,5,2428.0,3859.0,2,Double,0,Good,Central,4.8,0.58,2012.0,522328
Uptown,30,1,1,508.0,3632.0,3,,0,Excellent,Central,4.1,5.94,2009.0,235572
Midtown,35,2,2,969.0,7512.0,1,Double,1,Good,Electric,6.6,2.27,1993.0,279742
Uptown,21,4,3,1420.0,1952.0,1,,1,Fair,Electric,10.0,2.32,2004.0,373062
Downtown,63,4,3,1515.0,3161.0,1,Single,1,Excellent,Central,8.4,0.9,2020.0,507467
Midtown,17,1,1,458.0,3907.0,1,Single,0,Good,Radiator,6.5,0.08,2018.0,209273
Suburbs,12,4,3,1894.0,5848.0,1,Double,0,Poor,Electric,5.1,3.14,2021.0,269000
Historic,18,1,1,503.0,4405.0,2,Double,0,Good,Electric,4.2,20.52,2011.0,181468
Midtown,60,6,3,3261.0,11104.0,1,Single,0,Fair,Central,6.1,8.99,2004.0,487670
Suburbs,67,4,3,1961.0,7415.0,2,,0,Fair,Central,6.2,3.17,1998.0,293041
Midtown,15,2,2,917.0,3917.0,2,Single,0,Fair,Central,4.0,4.68,2023.0,227597
Suburbs,16,2,2,865.0,7582.0,3,Single,0,Good,Central,9.8,5.15,0.0,242594
Midtown,22,3,2,1492.0,7267.0,1,Double,1,Fair,Central,5.4,10.34,2012.0,315978
Suburbs,63,4,3,2147.0,6246.0,2,,0,Poor,Central,6.4,4.4,1990.0,271066
Midtown,31,4,3,1738.0,9256.0,2,Single,0,Good,Electric,4.2,13.11,2007.0,334017
Downtown,1,5,5,2334.0,,1,Single,0,Good,Central,5.6,5.88,0.0,529245
Historic,75,3,2,1174.0,2363.0,1,Single,0,Good,Central,3.9,0.97,1998.0,278698
Rural,6,4,3,2085.0,5710.0,1,Single,1,Good,Central,8.7,3.72,0.0,431743
Rural,9,3,2,1478.0,5909.0,1,,0,Good,Electric,5.6,1.61,0.0,294737
Suburbs,52,3,2,1262.0,6063.0,2,,0,Good,Electric,3.1,5.14,0.0,223800
Historic,62,4,2,2099.0,6323.0,1,Single,1,Excellent,Central,7.9,2.21,0.0,440553
Suburbs,58,2,1,1088.0,8948.0,3,Double,0,Excellent,Central,5.5,10.55,1995.0,258786
Rural,19,3,3,1223.0,3549.0,1,Single,1,Poor,Central,5.8,3.44,0.0,197923
Suburbs,13,4,4,1549.0,5839.0,2,Single,0,Good,Central,5.4,2.38,2015.0,394437
Midtown,32,3,2,1549.0,9245.0,2,Double,0,Excellent,Electric,5.5,5.16,0.0,361005
Downtown,9,5,4,2332.0,3099.0,2,Double,0,Good,Central,5.2,5.83,2021.0,542563
Suburbs,49,2,1,1053.0,2645.0,2,Double,0,Fair,Central,8.4,13.02,2001.0,215426
Suburbs,37,3,2,1258.0,3837.0,1,Single,0,Fair,Electric,7.3,0.72,1993.0,280167
Suburbs,31,3,2,1398.0,9331.0,3,,0,Fair,Central,4.5,0.15,1993.0,224652
Suburbs,31,3,2,1396.0,,2,Double,0,Good,Central,8.2,4.19,1999.0,355026
Rural,59,6,3,2325.0,7203.0,2,Single,0,Fair,Central,4.9,14.24,0.0,360090
Uptown,55,3,3,1645.0,8455.0,1,,0,Excellent,,4.4,6.24,2003.0,391863
Historic,19,3,2,1448.0,7856.0,1,Double,0,Good,Electric,6.2,3.33,2011.0,378101
Rural,63,3,2,1448.0,1963.0,1,Double,0,Fair,Central,8.2,0.36,0.0,258190
Downtown,2,4,2,1637.0,7506.0,3,Double,0,Good,Radiator,6.6,15.32,0.0,412067
Waterfront,45,3,3,1440.0,7522.0,2,Single,0,Good,Central,6.0,3.89,0.0,373975
Suburbs,43,4,3,2066.0,5227.0,3,Single,0,Excellent,Central,6.8,0.87,0.0,476645
Historic,1,4,2,2050.0,9330.0,2,Double,0,Good,Electric,9.4,16.12,0.0,455393
Suburbs,61,2,1,1067.0,7269.0,1,Double,0,Poor,Central,8.2,0.06,2017.0,217418
Suburbs,3,6,5,2278.0,7083.0,1,,0,Good,Central,6.8,12.24,0.0,488817
Suburbs,44,4,4,1546.0,8784.0,1,Double,0,Poor,Central,6.7,2.79,2013.0,300299
Uptown,7,3,2,1476.0,4232.0,2,Single,1,Good,Central,3.6,12.8,0.0,353123
Downtown,33,4,2,2046.0,7167.0,1,Double,0,Good,Central,3.3,0.81,2009.0,468743
Rural,9,4,2,1939.0,6831.0,2,Double,0,Poor,Central,9.3,4.93,0.0,268457
Downtown,30,5,5,1892.0,6343.0,2,Single,0,Fair,Central,9.3,4.24,2012.0,429039
Historic,18,2,2,937.0,6118.0,2,Single,0,Good,Electric,7.2,1.96,2008.0,273969
Midtown,56,4,3,1998.0,2970.0,2,Single,0,Excellent,Central,9.8,1.82,1991.0,489426
Suburbs,31,1,1,377.0,6677.0,2,Single,0,Excellent,Central,7.2,1.51,2020.0,215980
Rural,72,2,2,722.0,7537.0,1,Single,0,Good,Central,8.8,2.97,1991.0,189016
Midtown,63,4,3,1603.0,2943.0,1,,0,Fair,Central,3.7,3.6,2015.0,304745
Rural,50,4,3,1472.0,9411.0,1,Single,0,Fair,Radiator,9.4,1.14,0.0,273454
Rural,1,3,2,1139.0,2788.0,3,,0,Fair,Central,6.3,4.9,0.0,238694
Rural,19,3,2,1172.0,7671.0,1,,0,Good,Central,9.5,0.14,0.0,298070
Waterfront,64,4,3,1824.0,9003.0,1,Single,1,Good,Radiator,7.4,5.11,0.0,443994
Downtown,53,5,5,1905.0,4729.0,2,Single,0,Good,Central,6.1,17.22,0.0,439531
Uptown,6,3,3,1412.0,5682.0,1,Single,0,Good,Central,3.5,11.61,2020.0,334334
Suburbs,17,2,2,816.0,5916.0,2,Single,0,Good,Central,6.3,7.86,0.0,193949
Downtown,46,4,4,1648.0,2629.0,2,Single,1,Good,Central,3.3,1.04,2013.0,436522
Historic,72,3,2,1630.0,7160.0,1,Double,0,Excellent,Electric,8.5,2.09,,377562
Suburbs,73,2,1,1022.0,5005.0,1,Single,0,Good,Central,3.6,3.06,1995.0,207044
Downtown,55,4,2,1739.0,3697.0,2,Double,0,Good,Electric,5.0,1.08,2018.0,400845
Waterfront,6,3,3,1318.0,5052.0,1,Double,1,Good,Central,6.1,3.98,0.0,466460
Uptown,70,3,2,1118.0,4619.0,1,Double,1,Good,,7.4,3.41,2014.0,352555
Uptown,68,5,5,2594.0,5407.0,2,,0,Excellent,Central,7.5,4.48,1997.0,556110
Midtown,40,3,2,1052.0,7471.0,1,,0,Good,Central,3.6,6.91,2007.0,305932
Uptown,66,1,1,378.0,,1,Single,0,Good,Radiator,3.9,2.85,0.0,160010
Downtown,9,3,2,1370.0,5039.0,1,Single,0,Good,Central,9.9,2.15,2020.0,401763
Suburbs,11,1,1,387.0,7794.0,1,Double,0,Excellent,Electric,8.9,3.54,0.0,188539
Uptown,20,3,2,1429.0,6624.0,2,Double,0,Good,Electric,5.3,13.38,2010.0,368990
Suburbs,43,3,3,1052.0,6791.0,1,,1,Good,Central,6.9,3.47,1992.0,290487
Waterfront,58,4,2,1478.0,3885.0,2,Single,0,Fair,Central,7.8,11.01,2014.0,327647
Waterfront,78,4,2,2011.0,7168.0,2,Single,1,Excellent,Central,4.2,0.66,2021.0,513362
Suburbs,26,3,2,1395.0,7055.0,1,Double,1,Good,Radiator,3.9,7.6,0.0,338284
Midtown,38,2,2,707.0,6373.0,1,Single,0,Fair,Electric,6.5,1.6,0.0,220668
Rural,36,3,2,1173.0,5750.0,1,Single,0,Poor,Central,5.2,1.53,2017.0,204627
Rural,55,4,3,1591.0,4627.0,1,Double,0,Fair,Electric,6.3,27.71,0.0,269441
Midtown,6,2,1,1039.0,8364.0,3,Double,0,Fair,Radiator,4.2,,0.0,225816
Rural,3,4,2,1866.0,8001.0,1,Single,0,Poor,Central,3.7,1.65,0.0,230633
Suburbs,65,3,2,1374.0,5458.0,1,Single,1,Poor,Central,,1.57,0.0,240769
Rural,64,5,5,1836.0,,2,Double,1,Good,Central,3.7,0.1,0.0,388531
Uptown,58,3,3,1444.0,2210.0,2,Single,0,Good,Central,9.0,3.44,0.0,325652
Historic,58,4,2,1524.0,3159.0,2,Double,0,Fair,Electric,6.2,1.35,2018.0,319436
Historic,18,4,4,1817.0,4375.0,1,Double,0,Good,Radiator,6.1,10.23,2011.0,406324
Historic,23,3,2,1405.0,7901.0,2,Double,0,Poor,Central,6.1,0.26,0.0,220267
Suburbs,29,4,3,2073.0,8730.0,1,Single,0,Poor,Central,3.3,2.6,0.0,295403
Uptown,23,4,3,2045.0,8267.0,2,Single,0,Good,Central,3.4,5.3,2010.0,444802
Uptown,36,4,2,1552.0,6628.0,1,Single,0,Good,Electric,3.8,6.4,0.0,328224
Suburbs,70,4,4,2132.0,7459.0,2,Double,0,Good,Electric,8.2,7.23,2010.0,393766
Downtown,6,2,2,701.0,1543.0,2,Double,1,Fair,Central,4.9,,0.0,231793
Midtown,34,3,2,1248.0,4556.0,2,,0,Fair,Central,7.6,14.36,,283697
Uptown,44,2,2,726.0,6418.0,2,Single,0,Good,Central,5.5,,2015.0,242490
Uptown,44,4,3,1976.0,8422.0,1,Double,1,Fair,Central,8.2,5.45,0.0,377860
Uptown,27,2,1,900.0,5129.0,1,Single,1,Excellent,Central,9.1,3.81,0.0,306311
Rural,52,4,3,1539.0,5171.0,2,,0,Excellent,Central,6.3,2.85,1997.0,322259
Waterfront,42,3,2,1101.0,2603.0,1,Single,0,Poor,Radiator,3.3,18.09,0.0,219851
Rural,25,2,2,790.0,1569.0,2,Double,0,Poor,Radiator,7.9,5.41,2009.0,182103
Downtown,74,3,3,1602.0,7248.0,2,Single,0,Good,Central,5.9,4.7,0.0,390448
Historic,39,3,3,1456.0,6342.0,2,Single,0,Poor,Central,8.6,1.74,0.0,242523
Rural,39,3,2,1195.0,6803.0,1,Double,0,Good,Central,9.4,2.4,2018.0,277589
Waterfront,12,3,2,1586.0,3049.0,3,Single,0,Good,Radiator,9.4,1.49,2013.0,476748
Rural,11,3,3,1131.0,3700.0,3,,1,Good,Central,9.0,3.4,2023.0,329686
Rural,3,5,3,2438.0,5508.0,1,Double,0,Good,Radiator,3.8,2.29,0.0,395116
Suburbs,22,3,3,1304.0,7559.0,2,Single,0,Good,Electric,,10.51,0.0,335562
Suburbs,4,3,2,1210.0,2345.0,2,Double,0,Poor,Electric,7.7,3.49,2022.0,254031
Suburbs,8,4,4,1609.0,6659.0,1,Single,1,Good,Central,,21.96,0.0,370562
Suburbs,14,2,2,900.0,6368.0,1,Single,1,Excellent,Electric,4.6,7.37,,304230
Midtown,14,3,2,1608.0,,1,,0,Excellent,Central,,0.69,2016.0,403214
Suburbs,16,3,3,1495.0,8623.0,2,Double,0,Poor,Central,9.9,1.14,0.0,288175
Suburbs,32,3,3,1447.0,2556.0,1,,0,Excellent,Electric,8.5,13.12,,354059
Rural,64,2,2,1050.0,3673.0,2,Single,0,Fair,Central,4.0,16.29,2004.0,173517
Waterfront,76,2,2,928.0,7703.0,1,,0,Poor,,6.9,0.02,2003.0,221923
Suburbs,16,3,2,1165.0,3906.0,1,Double,0,Excellent,Central,4.9,3.04,2021.0,324636
Historic,52,1,1,545.0,6531.0,2,Double,1,Fair,Central,4.9,1.48,2008.0,183752
Historic,19,3,2,1370.0,9358.0,1,Single,0,Fair,Electric,3.9,1.62,2020.0,264606
Suburbs,69,2,1,826.0,8639.0,1,Double,0,Excellent,Central,4.2,3.47,,221529
Suburbs,12,3,3,1516.0,5914.0,2,Single,0,Good,Central,6.1,4.19,2022.0,338660
Midtown,5,1,1,442.0,6852.0,2,Single,0,Poor,Radiator,3.8,0.33,2023.0,169230
Uptown,42,4,3,1409.0,8406.0,1,Double,0,Good,Central,4.0,5.37,0.0,349137
Waterfront,17,5,4,2069.0,4091.0,1,Double,1,Fair,Central,3.9,2.6,2020.0,457839
Downtown,72,4,4,1765.0,5068.0,2,Double,0,Good,Central,5.1,0.27,2018.0,403631
Suburbs,10,4,3,1698.0,6015.0,2,,0,Good,Electric,9.7,0.68,0.0,326603
Rural,16,4,2,1841.0,8849.0,3,,0,Fair,Radiator,,0.26,2014.0,271950
Suburbs,16,3,2,1160.0,6478.0,1,Single,1,Excellent,Electric,4.7,2.14,2021.0,336476
Suburbs,42,2,2,928.0,4795.0,2,,0,Fair,Electric,9.3,5.37,0.0,223459
Waterfront,3,3,2,1641.0,2308.0,3,Single,1,Good,Electric,3.6,4.66,2023.0,426681
Suburbs,23,3,3,1502.0,,2,Single,0,Fair,Central,8.6,3.55,2021.0,333596
Historic,28,1,1,486.0,4290.0,3,Single,0,Good,Central,,,2004.0,195815
Uptown,45,5,4,1950.0,4890.0,1,Single,0,Good,Electric,4.6,10.38,2012.0,432694
Suburbs,68,5,3,2331.0,6565.0,3,,1,Fair,Central,9.1,1.46,1993.0,363267
Uptown,24,2,2,1027.0,2179.0,2,Single,0,Poor,Central,3.0,15.87,2005.0,225188
Downtown,19,3,2,1194.0,8094.0,1,Single,0,Good,Radiator,6.3,16.47,2013.0,374114
Uptown,75,3,3,1102.0,8077.0,2,Double,0,Fair,Central,8.1,3.7,2011.0,294979
Suburbs,40,4,2,1929.0,8710.0,2,Double,0,Poor,Central,5.4,6.17,2020.0,277680
Downtown,46,4,2,1938.0,3872.0,2,Single,0,Good,Central,4.3,6.06,2023.0,456524
Waterfront,40,2,1,1021.0,7512.0,2,Single,0,Fair,Central,3.4,5.54,0.0,262961
Rural,62,4,2,1903.0,3650.0,2,Single,0,Fair,Central,9.1,0.12,2019.0,301342
Midtown,18,4,3,2078.0,9767.0,1,Double,0,Good,Central,8.4,6.56,0.0,433877
Suburbs,12,3,3,1209.0,3333.0,1,Double,0,Excellent,Electric,7.7,6.49,,393279
Suburbs,14,3,2,1071.0,5421.0,1,Double,1,Fair,,8.6,4.49,2021.0,268006
Rural,61,6,5,2979.0,7846.0,1,Double,0,Excellent,Radiator,6.8,0.02,2015.0,657197
Rural,12,4,3,1708.0,6175.0,2,Double,0,Poor,Central,9.0,1.41,2012.0,297129
Suburbs,27,3,3,1175.0,4391.0,1,Single,0,Good,Electric,6.5,0.44,2001.0,280301
Waterfront,6,1,1,360.0,8185.0,1,Single,0,Excellent,Central,5.7,3.26,2023.0,289237
Historic,33,3,3,1503.0,2827.0,1,Single,0,Good,Central,6.7,0.46,2016.0,354362
Uptown,50,4,3,2061.0,3649.0,1,Single,0,Good,Central,9.8,2.66,,419672
Midtown,12,2,1,855.0,8528.0,2,Double,0,Fair,Central,,1.31,0.0,209767
Suburbs,57,3,2,1581.0,5741.0,1,Single,1,Excellent,Central,4.2,2.81,0.0,362517
Historic,53,2,2,866.0,1456.0,2,Single,0,Excellent,Central,6.0,2.9,2020.0,266533
Suburbs,13,3,2,1620.0,5682.0,2,,0,Good,Electric,8.0,2.82,2019.0,397014
Waterfront,72,1,1,546.0,7480.0,1,Double,0,Excellent,Central,5.9,,1996.0,272167
Rural,3,2,2,1027.0,8811.0,1,,0,Excellent,Central,7.7,2.16,0.0,264570
Midtown,64,3,3,1203.0,7047.0,2,Double,1,Good,Central,3.3,8.33,2003.0,333400
Historic,58,5,5,2116.0,2930.0,2,,0,Excellent,Electric,5.8,1.59,2021.0,467691
Midtown,4,3,2,1369.0,8396.0,2,Double,0,Good,Radiator,5.1,2.71,0.0,337031
Uptown,45,3,2,1247.0,6368.0,1,Double,0,Excellent,,7.2,17.82,0.0,375812
Midtown,66,4,4,2055.0,3493.0,2,Double,0,Good,Central,3.8,5.69,0.0,452611
Uptown,36,3,3,1606.0,7911.0,2,Single,1,Fair,,6.2,5.65,0.0,365705
Rural,23,2,1,1094.0,4528.0,2,Single,0,Good,Radiator,7.2,0.92,0.0,208491
Suburbs,19,2,1,834.0,4043.0,1,,0,Good,Central,3.6,0.83,,227625
Suburbs,40,4,3,1616.0,8447.0,1,Double,0,Fair,Central,6.7,0.07,1991.0,338295
Downtown,72,4,2,1528.0,4565.0,2,Single,1,Fair,Central,8.2,8.47,2022.0,365601
Rural,16,2,2,718.0,3350.0,3,Double,0,Fair,Central,7.0,6.83,0.0,186677
Rural,58,4,4,1541.0,3450.0,1,Single,1,Good,Radiator,,20.66,1995.0,308907
Rural,18,5,3,2034.0,8797.0,2,Single,0,Good,,6.6,4.44,2021.0,354190
Midtown,36,1,1,428.0,7396.0,1,Single,0,Fair,Central,4.8,15.52,2007.0,155919
Midtown,24,4,4,1487.0,5201.0,3,Single,0,Good,Central,9.1,2.45,2004.0,361570
Suburbs,1,3,2,1542.0,7467.0,2,Single,1,Good,,7.2,1.26,0.0,388735
Suburbs,1,3,2,1421.0,4720.0,1,Single,0,Excellent,Central,4.0,7.6,0.0,370434
